domain,name,country
emu.ee,Estonian University of Life Sciences,Estonia
tlu.ee,Tallinn University,Estonia
ttu.ee,Tallinn University of Technology,Estonia
nooruse.ee,Tartu Health Care College,Estonia
tktk.ee,University of Applied Sciences,Estonia
ut.ee,University of Tartu,Estonia
astu.edu.et,Adama Science and Technology University,Ethiopia
aastu.org,Addis Ababa Science & Technology University,Ethiopia
aau.edu.et,Addis Ababa University,Ethiopia
adu.edu.et,Adigrat University,Ethiopia
aku.edu.et,Aksum University,Ethiopia
ambou.edu.et,Ambo University,Ethiopia
amu.edu.et,Arba Minch University,Ethiopia
asu.edu.et,Assosa University,Ethiopia
bdu.edu.et,Bahir Dar University,Ethiopia
bulehorauniversity.com,Bule Hora  University,Ethiopia
dbu.edu.et,Debre Birhan University,Ethiopia
dmu.edu.et,Debre Markos University,Ethiopia
dillauniversity.edu.et,Dilla University,Ethiopia
ddu.edu.et,Dire Dawa University,Ethiopia
ecsc.edu.et,Ethiopian Civil Service University,Ethiopia
uog.edu.et,Gondar University,Ethiopia
haramaya.edu.et,Haramaya University,Ethiopia
hu.edu.et,Hawassa University,Ethiopia
jju.edu.et,Jigjiga University,Ethiopia
ju.edu.et,Jimma University,Ethiopia
mwu.edu.et,Madawalabu University,Ethiopia
mitethiopia.edu.et,Mekelle Institute of Technology,Ethiopia
mu.edu.et,Mekelle University,Ethiopia
mtu.edu.et,Mizan Tepi University,Ethiopia
su.edu.et,Semera University,Ethiopia
uuc.edu.et,Unity  University,Ethiopia
wsu.edu.et,Wolaita Sodo University,Ethiopia
wku.edu.et,Wolkite University,Ethiopia
wuni.edu.et,Wollega University,Ethiopia
wu.edu.et,Wollo University,Ethiopia
setur.fo,University of the Faroe Islands,Faroe Islands
fnu.ac.fj,Fiji National University,Fiji
fsm.ac.fj,Fiji School of Medicine,Fiji
unifiji.ac.fj,University of Fiji,Fiji
usp.ac.fj,University of the South Pacific,Fiji
aalto.fi,Aalto University,Finland
abo.fi,Abo Akademi University,Finland
kuva.fi,Academy of Fine Arts,Finland
cou.fi,Central Ostrobothnia University of Applied Sciences,Finland
diak.fi,Diaconia University of Applied Sciences,Finland
evtek.fi,EVTEK University of Applied Sciences,Finland
hkkk.fi,Helsinki School of Economics and Business Administration,Finland
hut.fi,Helsinki University of Technology,Finland
hamk.fi,Häme University of Applied Sciences,Finland
lamk.fi,Lahti Polytechnic,Finland
student.lamk.fi,Lahti Polytechnic,Finland
lut.fi,Lappeenranta University of Technology,Finland
student.lut.fi,Lappeenranta University of Technology,Finland
laurea.fi,Laurea University of Applied Sciences,Finland
student.laurea.fi,Laurea University of Applied Sciences,Finland
metropolia.fi,Metropolia University of Applied Sciences,Finland
oamk.fi,Oulu Polytechnic,Finland
ramk.fi,Rovaniemi University of Applied Sciences,Finland
samk.fi,Satakunta University Of Applied Scinces,Finland
sabi.eu.com,Scandinavian Art and Business Institute,Finland
siba.fi,Sibelius Academy,Finland
scp.fi,South Carelian Polytechnic,Finland
shh.fi,"Swedish School of Economics and Business Administration, Finland",Finland
tpu.fi,Tampere Polytechnic,Finland
tut.fi,Tampere University of Technology,Finland
teak.fi,Theatre Academy Finland,Finland
tukkk.fi,Turku School of Economics and Business Administration,Finland
uiah.fi,University of Art and Design Helsinki,Finland
helsinki.fi,University of Helsinki,Finland
joensuu.fi,University of Joensuu,Finland
jyu.fi,University of Jyväskylä,Finland
uku.fi,University of Kuopio,Finland
ulapland.fi,University of Lapland,Finland
oulu.fi,University of Oulu,Finland
uta.fi,University of Tampere,Finland
utu.fi,University of Turku,Finland
uwasa.fi,University of Vaasa,Finland
puv.fi,Vaasa University of Applied Sciences,Finland
student.42.fr,42 FR,France
ac-aix-marseille.fr,Académie d'Aix-Marseille,France
ac-orleans-tours.fr,Académie d'Orléans-Tours,France
ac-besancon.fr,Académie de Besançon,France
ac-paris.fr,Académie de Paris,France
agroparistech.fr,AgroParisTech,France
agrosupdijon.fr,AgroSup Dijon,France
ags.edu,American Graduate School in Paris,France
aup.fr,American University of Paris,France
audencia.com,Audencia,France
bip.lon.ac.uk,"British Institute in Paris, University of London",France
campus-saint-marc.com,Campus Saint Marc,France
csmrouen.com,Campus Saint Marc,France
csmrouen.net,Campus Saint Marc,France
cnearc.fr,Centre National d'Etudes Agronomiques des Régions Chaudes,France
cesi.fr,Centre d'Etudes Supérieures Industrielles Paris,France
ismcm-cesti.fr,Centre d'Etudes Supérieures des Techniques Industrielles,France
cfpj.com,Centre de Formation et de Perfectionnement des Journalistes,France
cnam.fr,Conservatoire National des Arts et Métiers,France
mmibordeaux.com,DUT MMI - Université Bordeaux Montaigne,France
enic.fr,ENIC Telecom Lille 1,France
epf.fr,EPF Ecole d'Ingénieurs,France
esme.fr,ESME Sudria,France
ecam.fr,Ecole Catholique d'Arts & Metiers,France
ece.fr,Ecole Centrale d'Electronique - ECE,France
ec-lille.fr,Ecole Centrale de Lille,France
ec-lyon.fr,Ecole Centrale de Lyon,France
centrale-marseille.fr,Ecole Centrale de Marseille,France
ec-nantes.fr,Ecole Centrale de Nantes,France
eap.fr,Ecole Européen des Affaires,France
www-ecpm.u-strasbg.fr,"Ecole Européenne de Chimie, Polymères et Matériaux de Strasbourg",France
efrei.fr,Ecole Française d'Electronique et d'Informatique,France
efpg.inpg.fr,Ecole Française de Papeterie et des Industries Graphiques,France
ensica.fr,Ecole Nationale Supérieur d'Ingénieurs de Constructions Aéronautique,France
ensg.u-nancy.fr,Ecole Nationale Supérieur de Géologie de Nancy,France
ensma.fr,Ecole Nationale Supérieur de Mécanique et d'Aéronautique,France
ens2m.fr,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France
ensieta.fr,Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France
ensat.fr,Ecole Nationale Supérieure Agronomique de Toulouse,France
ensem.u-nancy.fr,Ecole Nationale Supérieure Electricité et Mécanique,France
ensam.inra.fr,Ecole Nationale Supérieure d'Agronomie de Montpellier,France
agro.roazhon.inra.fr,Ecole Nationale Supérieure d'Agronomie de Rennes,France
ensaia.u-nancy.fr,Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,France
paris.ensam.fr,Ecole Nationale Supérieure d'Arts et Métiers de Paris,France
inpg.fr,Ecole Nationale Supérieure d'Electrochimie et d'Electrométallurgie de Gernoble,France
enserb.u-bordeaux.fr,Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux,France
enseeiht.fr,"Ecole Nationale Supérieure d'Electronique, d'Electrotechnique, d'Informatique et d'Hydraulique de Toulouse",France
inp-fc.fr,Ecole Nationale Supérieure d'Ingénieurs de Génie Chimique,France
univ-valenciennes.fr,Ecole Nationale Supérieure d'Ingénieurs en Mécanique et Energétique de Valenciennes,France
ensccf.univ-bpclermont.fr,Ecole Nationale Supérieure de Chimie de Clermont-Ferrand,France
ensc-lille.fr,Ecole Nationale Supérieure de Chimie de Lille,France
enscm.fr,Ecole Nationale Supérieure de Chimie de Montpellier,France
enscmu.univ-mulhouse.fr,Ecole Nationale Supérieure de Chimie de Mulhouse,France
enscp.jussieu.fr,Ecole Nationale Supérieure de Chimie de Paris,France
ensc-rennes.fr,Ecole Nationale Supérieure de Chimie de Rennes,France
univ-inpt.fr,Ecole Nationale Supérieure de Chimie de Toulouse,France
enscpb.u-bordeaux.fr,Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux,France
enspm.u-3mrs.fr,Ecole Nationale Supérieure de Physique de Marseille,France
www-ensps.u-strasbg.fr,Ecole Nationale Supérieure de Physique de Strasbourg,France
ensta.fr,Ecole Nationale Supérieure de Techniques Avancées,France
supaero.fr,Ecole Nationale Supérieure de l'Aéronautique et de l'Espace,France
ensea.fr,Ecole Nationale Supérieure de l'Electronique et de ses Applications,France
ensait.fr,Ecole Nationale Supérieure des Arts et Industries Textiles,France
www-ensais.u-strasbg.fr,Ecole Nationale Supérieure des Arts et Industries de Strasbourg,France
ensic.u-nancy.fr,Ecole Nationale Supérieure des Industries Chimiques de Nancy,France
ensitm.fr,Ecole Nationale Supérieure des Industries Textiles de Mulhouse,France
ensm-ales.fr,Ecole Nationale Supérieure des Mines d'Alès,France
mines-ales.fr,Ecole Nationale Supérieure des Mines d'Alès,France
mines-ales.org,Ecole Nationale Supérieure des Mines d'Alès,France
ensm-douai.fr,Ecole Nationale Supérieure des Mines de Douai,France
mines.u-nancy.fr,Ecole Nationale Supérieure des Mines de Nancy,France
ensmp.fr,Ecole Nationale Supérieure des Mines de Paris,France
emse.fr,Ecole Nationale Supérieure des Mines de St-Etienne,France
enst-bretagne.fr,Ecole Nationale Supérieure des Telecommunications de Bretagne,France
enst.fr,Ecole Nationale Supérieure des Telecommunications de Paris,France
ifp.fr,Ecole Nationale Supérieure du Pétrole et des Monteurs,France
enseeiht.fr,"Ecole Nationale Supérieure en Electrotechnique, Electronique, Informatique et Hydraulique de Toulouse",France
vet-alfort.fr,Ecole Nationale Vétérinaire d'Alfort,France
vet-lyon.fr,Ecole Nationale Vétérinaire de Lyon,France
vet-nantes.fr,Ecole Nationale Vétérinaire de Nantes,France
envt.fr,Ecole Nationale Vétérinaire de Toulouse,France
ena.fr,Ecole Nationale d'Administration,France
enim.fr,Ecole Nationale d'Ingénieurs de Metz,France
enise.fr,Ecole Nationale d'Ingénieurs de Saint-Etienne,France
enit.fr,Ecole Nationale d'Ingénieurs de Tarbes,France
enitiaa-nantes.fr,Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France
enitab.fr,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,France
enitac.fr,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Clermont-Ferrand,France
enac.fr,Ecole Nationale de l'Aviation Civile,France
enm.meteo.fr,Ecole Nationale de la Météorologie,France
ensae.fr,Ecole Nationale de la Statistique et de l'Administration Economique,France
ensai.fr,Ecole Nationale de la Statistique et de l'Analyse de l'information,France
enpc.fr,Ecole Nationale des Ponts et Chausees,France
ensg.ign.fr,Ecole Nationale des Sciences Géographiques,France
entpe.fr,Ecole Nationale des Travaux Publics de l'Etat,France
www-engees.u-strasbg.fr,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,France
ens-cachan.fr,Ecole Normale Supérieure de Cachan,France
ens-fcl.fr,Ecole Normale Supérieure de Fontenay-Saint Cloud,France
ens-lyon.fr,Ecole Normale Supérieure de Lyon,France
ens.fr,Ecole Normale Supérieure de Paris,France
polytech-marseille.fr,Ecole Polytechnique Marseille,France
polytech-lille.fr,Ecole Polytechnique Universitaire de Lille,France
epita.fr,Ecole Pour l'Informatique et les Techniques Avancees,France
esme.fr,Ecole Spéciale de Mécanique et d'Electricité,France
estp.fr,Ecole Spéciale des Travaux Publics du Bâtiment et de l'Industrie,France
devinci.fr,Ecole Superieur d'Ingenieurs Leonard de Vinci,France
sorbon.fr,Ecole Superieure Robert de Sorbon,France
esiae.fr,Ecole Supérieure Internationale d'Administration des Entreprises,France
groupe-esa.com,Ecole Supérieure d'Agriculture d'Angers,France
esa-purpan.fr,Ecole Supérieure d'Agriculture de Purpan,France
supelec.fr,Ecole Supérieure d'Electricité,France
eseo.fr,Ecole Supérieure d'Electronique de l'Ouest,France
esiea.fr,Ecole Supérieure d'Informatique-Electronique-Automatique,France
esim.imt-mrs.fr,Ecole Supérieure d'Ingénieurs de Marseille,France
esiee.fr,Ecole Supérieure d'Ingénieurs en Electronique et Electrotechnique,France
esigelec.fr,Ecole Supérieure d'Ingénieurs en Génie Electrique,France
esitpa.org,Ecole Supérieure d'Ingénieurs et de Techniciens pour l'Agriculture,France
iota.u-psud.fr,Ecole Supérieure d'Optique,France
escom.fr,Ecole Supérieure de Chimie Organique et Minérale,France
cpe.fr,Ecole Supérieure de Chimie Physique Electronique de Lyon,France
esc-bordeaux.fr,Ecole Supérieure de Commerce de Bordeaux,France
esc-brest.fr,Ecole Supérieure de Commerce de Brest,France
esc-clermont.fr,Ecole Supérieure de Commerce de Clermont-Ferrand,France
escdijon.com,Ecole Supérieure de Commerce de Dijon,France
esc-normandie.fr,Ecole Supérieure de Commerce de Le Havre/Caen,France
esc-lille.fr,Ecole Supérieure de Commerce de Lille,France
em-lyon.com,Ecole Supérieure de Commerce de Lyon,France
esc-marseille.fr,Ecole Supérieure de Commerce de Marseille-Provence,France
escna.fr,Ecole Supérieure de Commerce de Nantes-Atlantique,France
escp.fr,Ecole Supérieure de Commerce de Paris,France
escp.eu,Ecole Supérieure de Commerce de Paris,France
edu.escp.eu,Ecole Supérieure de Commerce de Paris,France
esc-pau.fr,Ecole Supérieure de Commerce de Pau,France
esc-reims.edu,Ecole Supérieure de Commerce de Reims,France
esc-rouen.fr,Ecole Supérieure de Commerce de Rouen,France
ceram.edu,Ecole Supérieure de Commerce de Sophia Antipolis,France
esc-toulouse.fr,Ecole Supérieure de Commerce de Toulouse,France
escem.fr,Ecole Supérieure de Commerce et Management,France
espci.fr,Ecole Supérieure de Physique et de Chimie Industrielles,France
essca.asso.fr,Ecole Supérieure des Sciences Commerciales d'Angers,France
essec.fr,Ecole Supérieure des Sciences Economiques et Commerciales,France
esstin.u-nancy.fr,Ecole Supérieure des Sciences et Technologie de l'Ingénieur de Nancy,France
